year,month,day,date,weekday#,business day,Holiday,
2018,5,4,2018-05-04,6,1,0,
2018,5,5,2018-05-05,7,0,0,
2018,5,6,2018-05-06,1,0,0,
2018,5,7,2018-05-07,2,1,0,
2018,5,8,2018-05-08,3,1,0,
2018,5,9,2018-05-09,4,1,0,
2018,5,10,2018-05-10,5,1,0,
2018,5,11,2018-05-11,6,1,0,
2018,5,12,2018-05-12,7,0,0,
2018,5,13,2018-05-13,1,0,0,
2018,5,14,2018-05-14,2,1,0,
2018,5,15,2018-05-15,3,1,0,
2018,5,16,2018-05-16,4,1,0,
2018,5,17,2018-05-17,5,1,0,
2018,5,18,2018-05-18,6,1,0,
2018,5,19,2018-05-19,7,0,0,
2018,5,20,2018-05-20,1,0,0,
2018,5,21,2018-05-21,2,1,0,
2018,5,22,2018-05-22,3,1,0,
2018,5,23,2018-05-23,4,1,0,
2018,5,24,2018-05-24,5,1,0,
2018,5,25,2018-05-25,6,1,0,
2018,5,26,2018-05-26,7,0,0,
2018,5,27,2018-05-27,1,0,0,
2018,5,28,2018-05-28,2,0,1,
2018,5,29,2018-05-29,3,1,0,
2018,5,30,2018-05-30,4,1,0,
2018,5,31,2018-05-31,5,1,0,
2018,6,1,2018-06-01,6,1,0,
2018,6,2,2018-06-02,7,0,0,
2018,6,3,2018-06-03,1,0,0,
2018,6,4,2018-06-04,2,1,0,
2018,6,5,2018-06-05,3,1,0,
2018,6,6,2018-06-06,4,1,0,
2018,6,7,2018-06-07,5,1,0,
2018,6,8,2018-06-08,6,1,0,
2018,6,9,2018-06-09,7,0,0,
2018,6,10,2018-06-10,1,0,0,
2018,6,11,2018-06-11,2,1,0,
2018,6,12,2018-06-12,3,1,0,
2018,6,13,2018-06-13,4,1,0,
2018,6,14,2018-06-14,5,1,0,
2018,6,15,2018-06-15,6,1,0,
2018,6,16,2018-06-16,7,0,0,
2018,6,17,2018-06-17,1,0,0,
2018,6,18,2018-06-18,2,1,0,
2018,6,19,2018-06-19,3,1,0,
2018,6,20,2018-06-20,4,1,0,
2018,6,21,2018-06-21,5,1,0,
2018,6,22,2018-06-22,6,1,0,
2018,6,23,2018-06-23,7,0,0,
2018,6,24,2018-06-24,1,0,0,
2018,6,25,2018-06-25,2,1,0,
2018,6,26,2018-06-26,3,1,0,
2018,6,27,2018-06-27,4,1,0,
2018,6,28,2018-06-28,5,1,0,
2018,6,29,2018-06-29,6,1,0,
2018,6,30,2018-06-30,7,0,0,
2018,7,1,2018-07-01,1,0,0,
2018,7,2,2018-07-02,2,1,0,
2018,7,3,2018-07-03,3,1,0,
2018,7,4,2018-07-04,4,0,1,
2018,7,5,2018-07-05,5,1,0,
2018,7,6,2018-07-06,6,1,0,
2018,7,7,2018-07-07,7,0,0,
2018,7,8,2018-07-08,1,0,0,
2018,7,9,2018-07-09,2,1,0,
2018,7,10,2018-07-10,3,1,0,
2018,7,11,2018-07-11,4,1,0,
2018,7,12,2018-07-12,5,1,0,
2018,7,13,2018-07-13,6,1,0,
2018,7,14,2018-07-14,7,0,0,
2018,7,15,2018-07-15,1,0,0,
2018,7,16,2018-07-16,2,1,0,
2018,7,17,2018-07-17,3,1,0,
2018,7,18,2018-07-18,4,1,0,
2018,7,19,2018-07-19,5,1,0,
2018,7,20,2018-07-20,6,1,0,
2018,7,21,2018-07-21,7,0,0,
2018,7,22,2018-07-22,1,0,0,
2018,7,23,2018-07-23,2,1,0,
2018,7,24,2018-07-24,3,1,0,
2018,7,25,2018-07-25,4,1,0,
2018,7,26,2018-07-26,5,1,0,
2018,7,27,2018-07-27,6,1,0,
2018,7,28,2018-07-28,7,0,0,
2018,7,29,2018-07-29,1,0,0,
2018,7,30,2018-07-30,2,1,0,
2018,7,31,2018-07-31,3,1,0,
2018,8,1,2018-08-01,4,1,0,
2018,8,2,2018-08-02,5,1,0,
2018,8,3,2018-08-03,6,1,0,
2018,8,4,2018-08-04,7,0,0,
2018,8,5,2018-08-05,1,0,0,
